text	labels	0	1	2
He's mostly white and has no yellow	001	000000000000011001010010010100000000000000000000000000000000000000000000000000	000000000001001001001010010100000000000000000000000000000000000000000000000000	000000000000011001001010010100000000000000000000000000000000000000000000000000
He has purple legs and no antenna	001	000000000000001010001100001100000000000000000000000000000000000000000000000000	000000000001001010001100010100000000000000000000000000000000000000000000000000	000000000000001010001100010100000000000000000000000000000000000000000000000000
he has stripes and whiskers white body, yellow stripes	001	000000000000000000000000000000111000011100000000000000000000000000000000000000	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000000111001001100000000000000000000000000000000000000
No wings, no antenna	001	000000000000001010010010010100000000000000000000000000000000000000000000000000	000000000001001010000010010100000000000000000000000000000000000000000000000000	000000000000001010000010010100000000000000000000000000000000000000000000000000
Green berries and blue leaves	001	000000000000000000000000000000000000000000000000000000000001000011000001010000	000000000000000000000000000000000000000000000000000000000000010011000001010000	000000000000000000000000000000000000000000000000000000000001000011000001010000
He has no feathers	001	010100101010000000000000000000000000000000000000000000000000000000000000000000	010100110010000000000000000000000000000000000000000000000000000000000000000000	010100100110000000000000000000000000000000000000000000000000000000000000000000
Yellow legs and white wings	001	000000000000001100001001100100000000000000000000000000000000000000000000000000	000000000000001100001001010100000000000000000000000000000000000000000000000000	000000000000001100001001100100000000000000000000000000000000000000000000000000
Purple wings and no feathers	001	010100110010000000000000000000000000000000000000000000000000000000000000000000	001100101010000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000
Solid yellow body	001	000000000000000000000000000001010101001100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000
Blue trunk and white berries	001	000000000000000000000000000000000000000000000000000000000000000111000001100000	000000000000000000000000000000000000000000000000000000000000000111000001000001	000000000000000000000000000000000000000000000000000000000000000111000001100000
purple petals and white center	001	000000000000000000000000000000000000000000110011000101001100000000000000000000	000000000000000000000000000000000000000010010010100101001100000000000000000000	000000000000000000000000000000000000000000110010100101001100000000000000000000
Blue trunk and green leaves	001	000000000000000000000000000000000000000000000000000000000000000110100001001000	000000000000000000000000000000000000000000000000000000000000000110001001100000	000000000000000000000000000000000000000000000000000000000000000110100001100000
purple head and white antenna	001	000000000000011001000100010100000000000000000000000000000000000000000000000000	000000000001001001000010010100000000000000000000000000000000000000000000000000	000000000000011001000010010100000000000000000000000000000000000000000000000000
yellow stem and yellow center	001	000000000000000000000000000000000000000001010010101001100100000000000000000000	000000000000000000000000000000000000000010010010101001010100000000000000000000	000000000000000000000000000000000000000010010010101001100100000000000000000000
white wings and antenna	001	000000000000011100001001001100000000000000000000000000000000000000000000000000	000000000000011100100001001100000000000000000000000000000000000000000000000000	000000000000011100001001001100000000000000000000000000000000000000000000000000
purple wings and white head	001	000000000001001001100001100100000000000000000000000000000000000000000000000000	000000000001001001010100100100000000000000000000000000000000000000000000000000	000000000001001001010001100100000000000000000000000000000000000000000000000000
white berries and no leaves	001	000000000000000000000000000000000000000000000000000000000000000110000011000100	000000000000000000000000000000000000000000000000000000000000010010000001000100	000000000000000000000000000000000000000000000000000000000000000110000001000100
Yellow stripes and whiskers behind his teeth	001	000000000000000000000000000001011001001100000000000000000000000000000000000000	000000000000000000000000000001011000101100000000000000000000000000000000000000	000000000000000000000000000001011001001100000000000000000000000000000000000000
No stripes, he has whiskers and teeth	001	000000000000000000000000000000110100011100000000000000000000000000000000000000	000000000000000000000000000000110101001100000000000000000000000000000000000000	000000000000000000000000000000110100011100000000000000000000000000000000000000
Red blue and white	001	000000000000000000000000000000000000000000000000000000000000100010000011000010	000000000000000000000000000000000000000000000000000000000010000010000011000001	000000000000000000000000000000000000000000000000000000000010000010000011000010
all white with white stripes	001	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000000110010011100000000000000000000000000000000000000	000000000000000000000000000000110010011100000000000000000000000000000000000000
White stem yellow center	001	000000000000000000000000000000000000000010001011000001100100000000000000000000	000000000000000000000000000000000000000000101011000001001100000000000000000000	000000000000000000000000000000000000000010001011000001001100000000000000000000
Purple wings and no tail	001	100001101010000000000000000000000000000000000000000000000000000000000000000000	010001101010000000000000000000000000000000000000000000000000000000000000000000	010001101010000000000000000000000000000000000000000000000000000000000000000000
Purple trunk and green berries	001	000000000000000000000000000000000000000000000000000000000001000011000001000001	000000000000000000000000000000000000000000000000000000000000100011000001000100	000000000000000000000000000000000000000000000000000000000001000011000001000100
white stem yellow middle	001	000000000000000000000000000000000000000010001011000101100100000000000000000000	000000000000000000000000000000000000000000101011000101001100000000000000000000	000000000000000000000000000000000000000010001011000101001100000000000000000000
white stripes and no teeth	001	000000000000000000000000000001010101001100000000000000000000000000000000000000	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000001010100011100000000000000000000000000000000000000
yellow stripes	001	000000000000000000000000000000110010011100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110011001100000000000000000000000000000000000000
all purple with whiskers	001	000000000000000000000000000001010101001100000000000000000000000000000000000000	000000000000000000000000000001010100001100000000000000000000000000000000000000	000000000000000000000000000001010100001100000000000000000000000000000000000000
purple stem, yellow petals	001	000000000000000000000000000000000000000010000010100101010100000000000000000000	000000000000000000000000000000000000000010000010010101010100000000000000000000	000000000000000000000000000000000000000010000011000101010100000000000000000000
no tail	001	001100100110000000000000000000000000000000000000000000000000000000000000000000	001100101010000000000000000000000000000000000000000000000000000000000000000000	001100101010000000000000000000000000000000000000000000000000000000000000000000
white wings and purple antennae	001	000000000001001100001100010100000000000000000000000000000000000000000000000000	000000000000101100001100010100000000000000000000000000000000000000000000000000	000000000000101100001100010100000000000000000000000000000000000000000000000000
purple wings, legs and head	001	000000000001001100010010001100000000000000000000000000000000000000000000000000	000000000001001100010100010100000000000000000000000000000000000000000000000000	000000000001001100010010010100000000000000000000000000000000000000000000000000
yellow stem and purple center also yellow petals	001	000000000000000000000000000000000000000010010011000001100100000000000000000000	000000000000000000000000000000000000000001010010010001100100000000000000000000	000000000000000000000000000000000000000001010011000001100100000000000000000000
all yellow	001	010100110010000000000000000000000000000000000000000000000000000000000000000000	001100110010000000000000000000000000000000000000000000000000000000000000000000	100100110010000000000000000000000000000000000000000000000000000000000000000000
red trunk and blue leaves	001	000000000000000000000000000000000000000000000000000000000000000011000001000010	000000000000000000000000000000000000000000000000000000000000000011000001000100	000000000000000000000000000000000000000000000000000000000000000011000001000010
white head feathers and no tail	001	100001100110000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
All purple, no antennae	001	000000000000001010100001010100000000000000000000000000000000000000000000000000	000000000000011010010001010100000000000000000000000000000000000000000000000000	000000000000001010010001010100000000000000000000000000000000000000000000000000
blue trunk and no leaves	001	000000000000000000000000000000000000000000000000000000000000100010000011100000	000000000000000000000000000000000000000000000000000000000000100010000001000100	000000000000000000000000000000000000000000000000000000000000100010000001100000
white stripes no whiskers	001	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000
every part is a shade of purple	001	000000000000000000000000000000000000000000101010100001010100000000000000000000	000000000000000000000000000000000000000001001010100001100100000000000000000000	000000000000000000000000000000000000000001001010100001010100000000000000000000
purple head white legs	001	000000000000011100000100001100000000000000000000000000000000000000000000000000	000000000000011100000010010100000000000000000000000000000000000000000000000000	000000000000011100000010001100000000000000000000000000000000000000000000000000
white body white stripes	001	000000000000000000000000000001011000011100000000000000000000000000000000000000	000000000000000000000000000000111001001100000000000000000000000000000000000000	000000000000000000000000000000111000011100000000000000000000000000000000000000
purple head orange body	001	000000000000001100000001010100000000000000000000000000000000000000000000000000	000000000000001010000010010100000000000000000000000000000000000000000000000000	000000000000001100000010010100000000000000000000000000000000000000000000000000
orange leaves	001	000000000000000000000000000000000000000000000000000000000010000010000011010000	000000000000000000000000000000000000000000000000000000000010000010001001010000	000000000000000000000000000000000000000000000000000000000010000010010001010000
orange body white stripes	001	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000
solid orange flower - petals and center	001	000000000000000000000000000000000000000000100011001001010100000000000000000000	000000000000000000000000000000000000000010000010011001010100000000000000000000	000000000000000000000000000000000000000010000011001001010100000000000000000000
white petals orange center	001	000000000000000000000000000000000000000010000110101001100100000000000000000000	000000000000000000000000000000000000000001000110011001100100000000000000000000	000000000000000000000000000000000000000010000110011001100100000000000000000000
white flower with thorns on stem	001	000000000000000000000000000000000000000010001011001001100100000000000000000000	000000000000000000000000000000000000000010001010011001100100000000000000000000	000000000000000000000000000000000000000010001010011001100100000000000000000000
green leaves no berries	001	000000000000000000000000000000000000000000000000000000000000010010100001000001	000000000000000000000000000000000000000000000000000000000000000010000011000001	000000000000000000000000000000000000000000000000000000000000000010100001000001
orange wings	001	000000000000101001010001100100000000000000000000000000000000000000000000000000	000000000000101001001001100100000000000000000000000000000000000000000000000000	000000000000101001100001100100000000000000000000000000000000000000000000000000
orange body no stripes	001	000000000000000000000000000010010010101100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000	000000000000000000000000000010010010001100000000000000000000000000000000000000
orange trunk	001	000000000000000000000000000000000000000000000000000000000000001010010001000001	000000000000000000000000000000000000000000000000000000000000001010010001000100	000000000000000000000000000000000000000000000000000000000000001010010001001000
orange wings and orange legs	001	000000000000101100100010100100000000000000000000000000000000000000000000000000	000000000000101100100010010100000000000000000000000000000000000000000000000000	000000000000101100100010100100000000000000000000000000000000000000000000000000
white petals orange center	001	000000000000000000000000000000000000000010010011000011100100000000000000000000	000000000000000000000000000000000000000001010010010011100100000000000000000000	000000000000000000000000000000000000000010010010010011100100000000000000000000
purple petals orange center	001	000000000000000000000000000000000000000010000011000011001100000000000000000000	000000000000000000000000000000000000000001000010100011001100000000000000000000	000000000000000000000000000000000000000010000010100011001100000000000000000000
all white no stripes	001	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110011001100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000
antenna, orange wings orange body	001	000000000000011100100010010100000000000000000000000000000000000000000000000000	000000000000011010100010010100000000000000000000000000000000000000000000000000	000000000000011100100010010100000000000000000000000000000000000000000000000000
orange wing and orange tail	001	100001100110000000000000000000000000000000000000000000000000000000000000000000	010001110010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000
no tail feathers	001	001001110010000000000000000000000000000000000000000000000000000000000000000000	001001100110000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000
white head white antenna	001	000000000000011100000100010100000000000000000000000000000000000000000000000000	000000000001001100000001010100000000000000000000000000000000000000000000000000	000000000000011100000001010100000000000000000000000000000000000000000000000000
orange tail	001	001001101010000000000000000000000000000000000000000000000000000000000000000000	001001100110000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000
orange flower purple stem	001	000000000000000000000000000000000000000000100011001001100100000000000000000000	000000000000000000000000000000000000000000100010011001010100000000000000000000	000000000000000000000000000000000000000000100011001001010100000000000000000000
white trunk purple berries	001	000000000000000000000000000000000000000000000000000000000000010010001001001000	000000000000000000000000000000000000000000000000000000000000010010001001000001	000000000000000000000000000000000000000000000000000000000000010010001001000001
red trunk blue leaves	001	000000000000000000000000000000000000000000000000000000000000010010000101000010	000000000000000000000000000000000000000000000000000000000000010011000001001000	000000000000000000000000000000000000000000000000000000000000010011000001000010
green trunk red leaves	001	000000000000000000000000000000000000000000000000000000000000100010000101000001	000000000000000000000000000000000000000000000000000000000000100010001001010000	000000000000000000000000000000000000000000000000000000000000100010000101010000
solid orange body and whiskers	001	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010100001100000000000000000000000000000000000000	000000000000000000000000000010010100001100000000000000000000000000000000000000
purple antenna orange body	001	000000000000011100001100001100000000000000000000000000000000000000000000000000	000000000000101010001100001100000000000000000000000000000000000000000000000000	000000000000101100001100001100000000000000000000000000000000000000000000000000
purple antenna white wings	001	000000000000101100010001010100000000000000000000000000000000000000000000000000	000000000001001100001001010100000000000000000000000000000000000000000000000000	000000000000101100001001010100000000000000000000000000000000000000000000000000
no tail white head feathers	001	100001100110000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
purple stripes and fangs	001	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111001001100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000
purple trunk green berries	001	000000000000000000000000000000000000000000000000000000000001000010100001000001	000000000000000000000000000000000000000000000000000000000000100010100001000100	000000000000000000000000000000000000000000000000000000000001000010100001000100
purple antenna - rest white	001	000000000001001001001001001100000000000000000000000000000000000000000000000000	000000000000101001100001001100000000000000000000000000000000000000000000000000	000000000000101001001001001100000000000000000000000000000000000000000000000000
orange leaves blue berries	001	000000000000000000000000000000000000000000000000000000000010000010001001000010	000000000000000000000000000000000000000000000000000000000000100010010001000010	000000000000000000000000000000000000000000000000000000000010000010010001000010
all white no thorns on stem	001	000000000000000000000000000000000000000000100110010011001100000000000000000000	000000000000000000000000000000000000000001000110010011001100000000000000000000	000000000000000000000000000000000000000000100110010011001100000000000000000000
orange wing and feathers	001	100001101010000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000
white wings orange body	001	000000000000001010001100100100000000000000000000000000000000000000000000000000	000000000000001100001100100100000000000000000000000000000000000000000000000000	000000000000001100001100100100000000000000000000000000000000000000000000000000
white wing no feathers	001	001001110010000000000000000000000000000000000000000000000000000000000000000000	010001100110000000000000000000000000000000000000000000000000000000000000000000	001001100110000000000000000000000000000000000000000000000000000000000000000000
white tail orange wing	001	010010100110000000000000000000000000000000000000000000000000000000000000000000	100010101010000000000000000000000000000000000000000000000000000000000000000000	100010100110000000000000000000000000000000000000000000000000000000000000000000
purple body no stripes NO fangs	001	000000000000000000000000000001011000101100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000
orange body and whiskers AND fangs	001	000000000000000000000000000010010100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000010010100101100000000000000000000000000000000000000
the picture are same but legs is less	001	000000000001001010010001001100000000000000000000000000000000000000000000000000	000000000001001010010010001100000000000000000000000000000000000000000000000000	000000000001001010010010001100000000000000000000000000000000000000000000000000
pick the critter with pink center and orange petals	001	000000000000000000000000000000000000000000110011000101100100000000000000000000	000000000000000000000000000000000000000001010010010101100100000000000000000000	000000000000000000000000000000000000000001010011000101100100000000000000000000
pick orange center and orange petals	001	000000000000000000000000000000000000000001000111001001010100000000000000000000	000000000000000000000000000000000000000000100111001001010100000000000000000000	000000000000000000000000000000000000000010000111001001010100000000000000000000
choose pink wings and pink antennae 	001	000000000000101010100010001100000000000000000000000000000000000000000000000000	000000000000011010010010001100000000000000000000000000000000000000000000000000	000000000000101010010010001100000000000000000000000000000000000000000000000000
choose orange tail feathers	001	010100100110000000000000000000000000000000000000000000000000000000000000000000	010100110010000000000000000000000000000000000000000000000000000000000000000000	010100110010000000000000000000000000000000000000000000000000000000000000000000
choose red berries with white leaves	001	000000000000000000000000000000000000000000000000000000000000100010000011001000	000000000000000000000000000000000000000000000000000000000000001010000011001000	000000000000000000000000000000000000000000000000000000000000001010000011001000
choose orange wing with white feathers	001	100001101010000000000000000000000000000000000000000000000000000000000000000000	010001100110000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
choose purple wing with orange feathers	001	100100110010000000000000000000000000000000000000000000000000000000000000000000	001100110010000000000000000000000000000000000000000000000000000000000000000000	010100110010000000000000000000000000000000000000000000000000000000000000000000
white stripes with whiskers	001	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000011100000000000000000000000000000000000000	000000000000000000000000000000111000011100000000000000000000000000000000000000
both tail and head feathers are orange	001	100010110010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000
white antennae orange wings	001	000000000000011100010001100100000000000000000000000000000000000000000000000000	000000000001001100100001100100000000000000000000000000000000000000000000000000	000000000000011100100001100100000000000000000000000000000000000000000000000000
purple stem and petals	001	000000000000000000000000000000000000000010000010101001100100000000000000000000	000000000000000000000000000000000000000010000011001001010100000000000000000000	000000000000000000000000000000000000000010000010101001010100000000000000000000
orange berries, no leaves	001	000000000000000000000000000000000000000000000000000000000000100010000001000001	000000000000000000000000000000000000000000000000000000000000100010000011000001	000000000000000000000000000000000000000000000000000000000000100010000001000001
no berries	001	000000000000000000000000000000000000000000000000000000000000000110001001010000	000000000000000000000000000000000000000000000000000000000000010010001001010000	000000000000000000000000000000000000000000000000000000000000000010001001010000
purple wing, orange feathers	001	100001110010000000000000000000000000000000000000000000000000000000000000000000	010001100110000000000000000000000000000000000000000000000000000000000000000000	010001110010000000000000000000000000000000000000000000000000000000000000000000
white body, purple head 	001	000000000001001010001010010100000000000000000000000000000000000000000000000000	000000000001001001001001010100000000000000000000000000000000000000000000000000	000000000001001001001010010100000000000000000000000000000000000000000000000000
all white body/head, no wings	001	000000000000101001000100010100000000000000000000000000000000000000000000000000	000000000000101001010001010100000000000000000000000000000000000000000000000000	000000000000101001000001010100000000000000000000000000000000000000000000000000
white center, purple petals	001	000000000000000000000000000000000000000000110011001001001100000000000000000000	000000000000000000000000000000000000000010010010101001001100000000000000000000	000000000000000000000000000000000000000000110010101001001100000000000000000000
orange wing, no head feathers	001	001100100110000000000000000000000000000000000000000000000000000000000000000000	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
purple body, white head, purple antennae	001	000000000000011010001001001100000000000000000000000000000000000000000000000000	000000000000101010100001001100000000000000000000000000000000000000000000000000	000000000000101010001001001100000000000000000000000000000000000000000000000000
white berries, no leaves	001	000000000000000000000000000000000000000000000000000000000000000110001001001000	000000000000000000000000000000000000000000000000000000000000100010000001001000	000000000000000000000000000000000000000000000000000000000000000110000001001000
all white body, no antennae	001	000000000001001001100001010100000000000000000000000000000000000000000000000000	000000000000001010100001010100000000000000000000000000000000000000000000000000	000000000000001001100001010100000000000000000000000000000000000000000000000000
no wings, no antennae	001	000000000001001010000100010100000000000000000000000000000000000000000000000000	000000000000001010010100010100000000000000000000000000000000000000000000000000	000000000000001010000100010100000000000000000000000000000000000000000000000000
all purple body, no stripes	001	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000000110100001100000000000000000000000000000000000000	000000000000000000000000000001010100001100000000000000000000000000000000000000
all white body, no whiskers	001	000000000000000000000000000001010010001100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000
purple center and petals NO spikes	001	000000000000000000000000000000000000000001000110011001001100000000000000000000	000000000000000000000000000000000000000001000110101001001100000000000000000000	000000000000000000000000000000000000000001000110101001001100000000000000000000
green trunk with blue berries and leaves	001	000000000000000000000000000000000000000000000000000000000010000011000001001000	000000000000000000000000000000000000000000000000000000000010000011000001010000	000000000000000000000000000000000000000000000000000000000010000011000001010000
white wing 	001	010001101010000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000	001001101010000000000000000000000000000000000000000000000000000000000000000000
all blue	001	000000000000000000000000000000000000000000000000000000000010000010001001100000	000000000000000000000000000000000000000000000000000000000000010011000001100000	000000000000000000000000000000000000000000000000000000000010000011000001100000
white stem	001	000000000000000000000000000000000000000010010010100101010100000000000000000000	000000000000000000000000000000000000000010010010100101100100000000000000000000	000000000000000000000000000000000000000010010010100101001100000000000000000000
green trunk, purple leaves, blue berries	001	000000000000000000000000000000000000000000000000000000000010000010000011010000	000000000000000000000000000000000000000000000000000000000010000010001001000100	000000000000000000000000000000000000000000000000000000000010000010001001010000
red leaves and berries	001	000000000000000000000000000000000000000000000000000000000000001010000101100000	000000000000000000000000000000000000000000000000000000000000001010000011100000	000000000000000000000000000000000000000000000000000000000000001010000101100000
white body, purple legs and head	001	000000000001001001001010001100000000000000000000000000000000000000000000000000	000000000001001010001010010100000000000000000000000000000000000000000000000000	000000000001001001001010010100000000000000000000000000000000000000000000000000
purple center, orange petals	001	000000000000000000000000000000000000000000110011000101100100000000000000000000	000000000000000000000000000000000000000001010010100101100100000000000000000000	000000000000000000000000000000000000000001010011000101100100000000000000000000
orange stem, white flower/petals	001	000000000000000000000000000000000000000000100110010001010100000000000000000000	000000000000000000000000000000000000000000100111000001100100000000000000000000	000000000000000000000000000000000000000000100110010001100100000000000000000000
stem has spikes, white center on flower	001	000000000000000000000000000000000000000010010010100011010100000000000000000000	000000000000000000000000000000000000000000110010100011010100000000000000000000	000000000000000000000000000000000000000000110010100011010100000000000000000000
no stripes on body	001	000000000000000000000000000010010100101100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010100001100000000000000000000000000000000000000
no wings, white antennae 	001	000000000000011100000001010100000000000000000000000000000000000000000000000000	000000000000011100010001010100000000000000000000000000000000000000000000000000	000000000000011100000001010100000000000000000000000000000000000000000000000000
it has pink antenna 	001	000000000001001001010010001100000000000000000000000000000000000000000000000000	000000000000011001010010001100000000000000000000000000000000000000000000000000	000000000000101001010010001100000000000000000000000000000000000000000000000000
it has pink hair 	001	100001110010000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000
it has a pink body and orange stripes	001	000000000000000000000000000000111001001100000000000000000000000000000000000000	000000000000000000000000000001011000101100000000000000000000000000000000000000	000000000000000000000000000001011001001100000000000000000000000000000000000000
orange body, white antenna 	001	000000000000011010000001001100000000000000000000000000000000000000000000000000	000000000000011100000001001100000000000000000000000000000000000000000000000000	000000000000011100000001001100000000000000000000000000000000000000000000000000
white leaves and green dots	001	000000000000000000000000000000000000000000000000000000000001000010000011000100	000000000000000000000000000000000000000000000000000000000001000011000001000100	000000000000000000000000000000000000000000000000000000000001000010000011000100
completely white fish	001	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000010010010001100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000
blue body, red leaves	001	000000000000000000000000000000000000000000000000000000000000000110001001100000	000000000000000000000000000000000000000000000000000000000000000110000101001000	000000000000000000000000000000000000000000000000000000000000000110000101100000
orange leaves, blue dots	001	000000000000000000000000000000000000000000000000000000000010000010010001010000	000000000000000000000000000000000000000000000000000000000000010010010001010000	000000000000000000000000000000000000000000000000000000000010000010010001010000
white butt, pink wings	001	000000000000011010010001100100000000000000000000000000000000000000000000000000	000000000000011001010001100100000000000000000000000000000000000000000000000000	000000000000011001010001100100000000000000000000000000000000000000000000000000
white stalk	001	000000000000000000000000000000000000000010000010100101100100000000000000000000	000000000000000000000000000000000000000010000010100101010100000000000000000000	000000000000000000000000000000000000000010000010100101001100000000000000000000
orange hair except for one piece of hair under the eyes is pink	001	100010110010000000000000000000000000000000000000000000000000000000000000000000	010010101010000000000000000000000000000000000000000000000000000000000000000000	010010110010000000000000000000000000000000000000000000000000000000000000000000
orange stalk, center circle is pink	001	000000000000000000000000000000000000000000101010010011100100000000000000000000	000000000000000000000000000000000000000001001010010011010100000000000000000000	000000000000000000000000000000000000000001001010010011100100000000000000000000
white petals 	001	000000000000000000000000000000000000000010000011001001010100000000000000000000	000000000000000000000000000000000000000010000010101001010100000000000000000000	000000000000000000000000000000000000000010000010011001010100000000000000000000
Orange body and white antennas	001	000000000000011010010010010100000000000000000000000000000000000000000000000000	000000000001001100010010010100000000000000000000000000000000000000000000000000	000000000000011100010010010100000000000000000000000000000000000000000000000000
pink body orange stripes	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000001011000011100000000000000000000000000000000000000	000000000000000000000000000001011001001100000000000000000000000000000000000000
all white feathers	001	001010101010000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000	001010100110000000000000000000000000000000000000000000000000000000000000000000
all white feathers again	001	001010101010000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000	001010100110000000000000000000000000000000000000000000000000000000000000000000
Sorry White stem white center	001	000000000000000000000000000000000000000000100111001001010100000000000000000000	000000000000000000000000000000000000000010000111001001001100000000000000000000	000000000000000000000000000000000000000000100111001001001100000000000000000000
RED STEM PINK LEAVES	001	000000000000000000000000000000000000000000000000000000000000000110001001000100	000000000000000000000000000000000000000000000000000000000000000110001001000010	000000000000000000000000000000000000000000000000000000000000000110001001000010
PINK WITH WHITE DOTS	001	000000000000000000000000000000000000000000000000000000000000000110100001000001	000000000000000000000000000000000000000000000000000000000000010010100001000100	000000000000000000000000000000000000000000000000000000000000000110100001000100
ORANGE LEGS NO WINGS	001	000000000000101010000010010100000000000000000000000000000000000000000000000000	000000000000101010010010100100000000000000000000000000000000000000000000000000	000000000000101010000010100100000000000000000000000000000000000000000000000000
ORANGE AND WHITE STRIP FISH	001	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000010010011001100000000000000000000000000000000000000	000000000000000000000000000010010010011100000000000000000000000000000000000000
WHITE STEM AND WHITE CENTER	001	000000000000000000000000000000000000000010010011000001001100000000000000000000	000000000000000000000000000000000000000000110011000001100100000000000000000000	000000000000000000000000000000000000000000110011000001001100000000000000000000
PINK FEATHERS EXCEPT ONE WHITE ONE	001	001010100110000000000000000000000000000000000000000000000000000000000000000000	010010101010000000000000000000000000000000000000000000000000000000000000000000	001010101010000000000000000000000000000000000000000000000000000000000000000000
WHITE STEM ORANGE CENTER	001	000000000000000000000000000000000000000010001010010001001100000000000000000000	000000000000000000000000000000000000000001001011000001001100000000000000000000	000000000000000000000000000000000000000010001011000001001100000000000000000000
Orange stem and white dots Red leaves	001	000000000000000000000000000000000000000000000000000000000010000010000101001000	000000000000000000000000000000000000000000000000000000000000000110000011001000	000000000000000000000000000000000000000000000000000000000000000110000101001000
blue leaves pink dots and pink trunk	001	000000000000000000000000000000000000000000000000000000000000010011000001000001	000000000000000000000000000000000000000000000000000000000000010010001001000100	000000000000000000000000000000000000000000000000000000000000010011000001000100
pink fish orange stripes	001	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000001010101001100000000000000000000000000000000000000
All orange except pink antennas	001	000000000000101010100100100100000000000000000000000000000000000000000000000000	000000000001001100100100100100000000000000000000000000000000000000000000000000	000000000000101100100100100100000000000000000000000000000000000000000000000000
pink fish and white stripes	001	000000000000000000000000000001011001001100000000000000000000000000000000000000	000000000000000000000000000001011000101100000000000000000000000000000000000000	000000000000000000000000000001011000011100000000000000000000000000000000000000
Green trunk orange leaves	001	000000000000000000000000000000000000000000000000000000000000000010000011010000	000000000000000000000000000000000000000000000000000000000000000010010001001000	000000000000000000000000000000000000000000000000000000000000000010010001010000
White head and tail feathers	001	010010100110000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000
