trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
15	birds_purple_tails	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bird-crest_tail_color-purple	bird-crest_tail_color-white	bird-tail_present-false	YES	829	speaker	80316	chatMessage	F	Y	7698151930723402642
16	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	the insect contain no color and mustache also same color	24555	speaker	30770	chatMessage	I	E	-1297940253561600253
16	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	and it doesnot have wings	9161	speaker	53391	chatMessage	I	E	-1297940253561600253
16	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	is the mustache purple	7478	listener	66498	chatMessage	F	?	-1297940253561600253
16	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	yes	1640	speaker	71090	chatMessage	F	Y	-1297940253561600253
16	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-antennae_color-orange	yes	1913	speaker	97207	chatMessage	F	Y	-1297940253561600253
17	fish_white_stripes_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-stripes_color-white	fish-fangs_present-false	fish-stripes_present-false	the fish is orange in color and have mustache and stiprs	24698	speaker	36974	chatMessage	I	E	-8635598508147712938
17	fish_white_stripes_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-stripes_color-white	fish-fangs_present-false	fish-stripes_present-false	strips	2452	speaker	41918	chatMessage	I	M	-8635598508147712938
18	flowers_thorns	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-thorns_present	flower-petals_color-white	flower-petals_color-orange	the flower is purple 	6838	speaker	12635	chatMessage	I	E	4158686964758152467
19	bugs_antennae_or_wings_purple_bodies	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-body_color-purple	bug-bug_wings_color-purple	bug-antennae_present-false	insect have mustache and doesn't have wings	17211	speaker	21967	chatMessage	I	E	-2561858157147338593
20	fish_white_bodies_orange_stripes_or_fangs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-stripes_color-orange	fish-body_color-white	fish-body_color-orange	fish in purple color	5901	speaker	11138	chatMessage	I	E	6300888877770029255
21	birds_orange_crests_or_purple_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bird-bird_wing_color-purple	bird-tail_present-false	bird-crest_tail_color-orange	the bird in orange color and doesn't contain wings but it have tails	44215	speaker	47656	chatMessage	I	E	-6306763957704467040
22	flowers_purple_stems_or_thorns_white_centers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-center_color-white	flower-center_color-orange	flower-thorns_present-false	flower contain no color at center	13693	speaker	22381	chatMessage	I	E	-2874719961988365066
22	flowers_purple_stems_or_thorns_white_centers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-center_color-white	flower-center_color-orange	flower-thorns_present-false	and it have thorn	18601	speaker	43524	chatMessage	I	E	-2874719961988365066
23	trees_purple_trunks_or_white_leaves_orange_berries	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	tree-trunk_color-purple	tree-trunk_color-white	tree-leaves_color-white	the tree contain all color	8117	speaker	28409	chatMessage	I	G	8924792061696088478
24	bugs_without_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-legs_color-white	insect is purple and wings doesn't contain color	39182	speaker	45379	chatMessage	I	E	438369604110125973
24	bugs_without_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-legs_color-white	hello	1894	speaker	71710	chatMessage	S		438369604110125973
24	bugs_without_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-legs_color-white	not sure on this one as the feet are purple and wings are purple	18618	listener	93298	chatMessage	F	E	438369604110125973
24	bugs_without_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-legs_color-white	feet ate purple wings doesn't contain any color	19427	speaker	122275	chatMessage	F	E	438369604110125973
25	flowers_thorns_purple_petals_or_orange_stems	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-petals_color-purple	flower-petals_color-purple	flower-center_color-orange	the flower doesnot contain any color and center point all doesn't contain any color	36486	speaker	74024	chatMessage	I	E	8975050635645811213
26	birds_orange_crests_or_purple_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bird-crest_present	bird-crest_tail_color-purple	bird-bird_wing_color-orange	the tail is purple and bird doesn't any color	19089	speaker	45931	chatMessage	I	E	-6549678881829864199
27	trees_white_leaves_or_orange_berries	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	tree-leaves_color-white	tree-trunk_color-purple	tree-trunk_color-orange	the stem in green color	6163	speaker	52065	chatMessage	I	E	6173569963403042996
28	bugs_orange_head	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-head_color-orange	bug-antennae_present-false	bug-bug_wings_color-orange	insect contain mustache and in purple color	23278	speaker	36491	chatMessage	I	E	1159027273894461229
29	trees_orange_trunks_berries	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	tree-berries_present	tree-berries_color-purple	tree-leaves_color-purple	the bubble in blue and stem in green	18206	speaker	24123	chatMessage	I	E	4447198811668402767
30	fish_white_stripes_or_purple_bodies_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-body_color-purple	fish-body_color-orange	fish-whiskers_present-false	fish is purple and contain mustache	10401	speaker	15470	chatMessage	I	E	-35109882837627922
31	trees_orange_trunks_berries	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	tree-trunk_color-orange	tree-berries_present-true	tree-trunk_color-orange	the stem in red and doesn't contain bubble	13209	speaker	19157	chatMessage	I	E	-8351694832006718499
32	bugs_wings_antennae	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-antennae_present	bug-bug_wings_color-purple	bug-wings_present-true	the wing doesn't contain acolor	12548	speaker	15788	chatMessage	I	E	8419040119303204915
33	bugs_orange_antennae_or_wings	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-antennae_color-orange	bug-head_color-white	bug-antennae_color-orange	the head is purple and mustache also contain a color	21355	speaker	32491	chatMessage	I	E	1941217184832276565
34	flowers_purple_centers_or_orange_stems_with_thorns	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-center_color-purple	flower-center_color-purple	flower-center_color-orange	flower center doesn't contain a color	11178	speaker	20279	chatMessage	I	E	-5767795015407258621
36	birds_purple_wings_white_crests_or_white_tails	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bird-crest_tail_color-white	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird doesnot have a tail	7412	speaker	11446	chatMessage	I	E	-4311912230880241316
37	bugs_white_heads_or_orange_antennae_purple_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-head_color-white	bug-wings_present-false	bug-antennae_color-orange	leg doesnot contain a color and mustache also	12048	speaker	22715	chatMessage	I	E	1849922989568973971
40	bugs_purple_wings_or_white_legs	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	bug-bug_wings_color-purple	bug-antennae_present-false	bug-bug_wings_color-orange	mustache is yellow wing also yellow	9914	speaker	19897	chatMessage	I	E	2071319665450931903
41	flowers_purple_stems_white_petals_or_orange_centers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	flower-petals_color-white	flower-petals_color-purple	flower-thorns_present-true	flower in yellow and doesnot have thorn	11743	speaker	21178	chatMessage	I	E	1799136276621889958
42	fish_orange_bodies_purple_stripes	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-stripes_present	fish-stripes_present-false	fish-stripes_color-purple	fish have strips and contain no color	15065	speaker	19332	chatMessage	I	E	-1072793009488615731
43	fish_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-whiskers_present	fish-body_color-purple	fish-whiskers_present-true	mustache and ppurple in color	19870	speaker	33542	chatMessage	I	E	-7869335170625324092
43	fish_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-whiskers_present	fish-body_color-purple	fish-whiskers_present-true	have mustache 	3474	speaker	40147	chatMessage	I	E	-7869335170625324092
43	fish_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-whiskers_present	fish-body_color-purple	fish-whiskers_present-true	no	1185	speaker	46369	chatMessage	I	E	-7869335170625324092
43	fish_whiskers	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	fish-whiskers_present	fish-body_color-purple	fish-whiskers_present-true	doesnot contain mustache	6983	speaker	56293	chatMessage	I	E	-7869335170625324092
44	trees_without_leaves	development	0146-9cbdad4a-90a0-4caf-a8b1-5c4378c1793f	1550000000000.0	listener	tree-leaves_present	tree-leaves_present-true	tree-trunk_color-purple	fully red in color	4455	speaker	8776	chatMessage	I	E	-8696949023326955632
0	flowers_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-petals_color-white	hi	569	speaker	180099	chatMessage	S		6279799847583682169
0	flowers_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-petals_color-white	so i see a purple flower with an orange dot in the middle	14087	speaker	196711	chatMessage	I	E	6279799847583682169
0	flowers_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-petals_color-white	hello?	1347	speaker	213870	chatMessage	S		6279799847583682169
0	flowers_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-petals_color-white	hi	3361	listener	221518	chatMessage	S		6279799847583682169
1	fish_white_bodies_orange_stripes_or_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_color-purple	fish-stripes_color-orange	ok	702	speaker	5599	chatMessage	C	Y	-7880832300750240816
1	fish_white_bodies_orange_stripes_or_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_color-purple	fish-stripes_color-orange	I see a fish with white stripes	7131	speaker	13612	chatMessage	I	E	-7880832300750240816
2	flowers_orange_petals_purple_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-petals_color-orange	flower-stem_color-purple	flower-center_color-white	i  see a purple flower with a purple dot and orange stem	10823	speaker	18569	chatMessage	I	E	-8292727041680130017
3	birds_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-tail_present	bird-crest_tail_color-orange	bird-crest_tail_color-white	it's a bird with purple hair	9398	speaker	12288	chatMessage	I	E	-2559147040347304705
4	fish_white_bodies_orange_stripes_or_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-white	fish-body_color-orange	fish-stripes_color-purple	purple fish with no stripes	7498	speaker	14982	chatMessage	I	E	5221697415615793323
5	fish_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-whiskers_present	fish-stripes_color-purple	fish-fangs_present-true	fish with no tooth or stripes	11978	speaker	14015	chatMessage	I	E	8311967404095873339
6	trees_without_leaves	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_present	tree-berries_color-orange	tree-trunk_color-white	flower with green stem and white dots	9006	speaker	10537	chatMessage	I	L	3785215977936036326
8	flowers_orange_stems	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-stem_color-orange	flower-center_color-orange	flower-petals_color-purple	orange stem flower with white center dot	7429	speaker	10123	chatMessage	I	E	-6294935483478921946
8	flowers_orange_stems	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-stem_color-orange	flower-center_color-orange	flower-petals_color-purple	orange petals too sorry	3514	speaker	29603	chatMessage	I	E	-6294935483478921946
9	flowers_thorns_purple_petals_or_orange_stems	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-petals_color-purple	flower-center_color-purple	flower-petals_color-white	orange petals with white center dot	7019	speaker	17239	chatMessage	I	E	7535459320122559412
10	bugs_purple_legs_white_heads_or_orange_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-bug_wings_color-orange	bug-wings_present-false	bug-bug_wings_color-purple	orange wings	4443	speaker	7107	chatMessage	I	E	-7114273385708844345
11	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-head_color-white	bug-legs_color-purple	bug-antennae_color-orange	purple antenna, white legs	10144	speaker	17400	chatMessage	I	E	-4929287770765659893
12	trees_purple_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-berries_color-purple	tree-leaves_color-white	tree-trunk_color-white	orange stem with purple petals	6080	speaker	8609	chatMessage	I	E	-2992558303924151339
13	bugs_orange_head	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-head_color-orange	bug-bug_wings_color-purple	bug-legs_color-white	orange wings purple legs	5475	speaker	16663	chatMessage	I	E	8925208809539487844
14	birds_purple_wings_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-crest_tail_color-white	no hair orange tail	4303	speaker	8632	chatMessage	I	E	5786701964371824074
15	trees_purple_berries_or_white_trunks	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-white	tree-leaves_color-white	tree-berries_present-true	orange petals with no dots	5672	speaker	8774	chatMessage	I	E	5342865236895057218
16	fish_orange_bodies_purple_stripes_or_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-purple	fish-whiskers_present-true	fish-stripes_present-false	no whiskers with orange stries	7048	speaker	9525	chatMessage	I	L	8613865127087125702
16	fish_orange_bodies_purple_stripes_or_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-purple	fish-whiskers_present-true	fish-stripes_present-false	*stripes	1137	speaker	12700	chatMessage	I	M	8613865127087125702
17	bugs_orange_antennae_or_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-antennae_color-orange	bug-bug_wings_color-purple	bug-legs_color-white	purple legs with no winngs	7175	speaker	9867	chatMessage	I	E	6911658659332725237
18	flowers_purple_stems_white_petals_or_orange_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-center_color-orange	flower-stem_color-purple	flower-center_color-orange	white stem with purple center dot	6082	speaker	8115	chatMessage	I	E	3300482930173230365
19	fish_white_stripes_or_purple_bodies_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-purple	fish-body_color-orange	fish-fangs_present-true	white fish no whisker	3453	speaker	5541	chatMessage	I	E	8138975771115821916
19	fish_white_stripes_or_purple_bodies_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-purple	fish-body_color-orange	fish-fangs_present-true	no tooth	1604	speaker	8647	chatMessage	I	E	8138975771115821916
21	bugs_purple_wings_or_white_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-white	bug-head_color-white	bug-legs_color-white	purple legs orange head	10409	speaker	27264	chatMessage	I	E	-4032126438156476401
22	birds_purple_wings_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_present	bird-bird_wing_color-orange	bird-bird_wing_color-white	purple wing	2027	speaker	5152	chatMessage	I	E	-9185935401942960540
23	flowers_purple_stems_white_petals_or_orange_centers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-petals_color-white	flower-center_color-purple	flower-stem_color-purple	orange stem with orange center dot	6839	speaker	8861	chatMessage	I	E	-7407073980137238014
24	birds_orange_wings_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-bird_wing_color-orange	bird-tail_present-false	bird-crest_present-false	white tail with white hair~~~ has both	17685	speaker	20605	chatMessage	I	E	687450036474490025
25	fish_orange_bodies_or_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-body_color-orange	fish-stripes_present-false	fish-stripes_color-purple	white stripes with tooth	11236	speaker	14606	chatMessage	I	E	-4373395653317603086
26	birds_purple_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-orange	bird-tail_present-false	purple wing with orange tail	5356	speaker	7257	chatMessage	I	E	-8062300702351346825
27	birds_purple_wings_white_crests_or_white_tails	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird-bird_wing_color-purple	no tail orange wing	5093	speaker	8143	chatMessage	I	E	-3647445644195706045
29	trees_purple_trunks_or_white_leaves_orange_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-white	tree-trunk_color-purple	tree-leaves_present-false	white petals blue stem	3691	speaker	7488	chatMessage	I	E	413094015133862837
30	trees_orange_trunks_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-berries_present	tree-leaves_color-purple	tree-trunk_color-orange	purple stem blue petals	3261	speaker	5058	chatMessage	I	E	7804794893774239391
33	flowers_purple_centers_or_orange_stems_with_thorns	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	flower-center_color-purple	flower-stem_color-purple	flower-petals_color-purple	white stem white petals	4179	speaker	6429	chatMessage	I	E	-4964466049018286072
34	fish_white_stripes_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_present	fish-stripes_color-purple	fish-fangs_present-true	no stripes no tooth with whisker	8706	speaker	11643	chatMessage	I	E	-3499637633154426067
35	bugs_without_wings	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-wings_present	bug-legs_color-purple	bug-antennae_color-orange	white legs purple antenna	6295	speaker	9240	chatMessage	I	E	8410136059894635640
36	fish_white_stripes_whiskers	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-stripes_color-white	fish-stripes_color-orange	fish-stripes_present-false	purple stripes	2013	speaker	3638	chatMessage	I	E	3116199770784689681
37	fish_fangs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	fish-fangs_present	fish-stripes_color-white	fish-body_color-purple	white fish no stripes	5511	speaker	7138	chatMessage	I	E	-8787051264369399617
38	trees_orange_trunks_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-orange	tree-leaves_present-false	tree-leaves_color-white	red petals	1285	speaker	2985	chatMessage	I	E	-303765191676698039
39	bugs_antennae_or_wings_purple_bodies	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-body_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	purple wings orange antenna	4727	speaker	8970	chatMessage	I	E	2082665422341787783
40	birds_orange_tails_or_white_wings_orange_crests	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-orange	bird-bird_wing_color-orange	purple everything wings	6925	speaker	8768	chatMessage	I	E	-6107767145105972973
41	trees_purple_trunks_or_white_leaves_orange_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-trunk_color-purple	tree-leaves_present-true	tree-berries_present-false	white dots no petals	4256	speaker	7676	chatMessage	I	E	4643837825294482777
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	purple wings white legs	3434	speaker	5324	chatMessage	I	E	4515992658834967831
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	white ante	1541	speaker	11024	chatMessage	I	E	4515992658834967831
42	bugs_white_heads_or_orange_antennae_purple_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-true	bug-bug_wings_color-orange	antenna	1057	speaker	13659	chatMessage	I	E	4515992658834967831
43	bugs_purple_wings_or_white_legs	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	bug-bug_wings_color-purple	bug-head_color-white	bug-wings_present-true	purple head purple wings purple legs	12519	speaker	14550	chatMessage	I	E	-3932942092923962539
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	orange stem	1418	speaker	3557	chatMessage	I	E	7109661629789101456
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	thanks!	1077	speaker	5490	chatMessage	S		7109661629789101456
44	trees_purple_leaves_berries	development	5475-2892f2d6-fc22-4e45-beee-cddfed25d40b	1550000000000.0	listener	tree-leaves_color-purple	tree-trunk_color-purple	tree-trunk_color-white	thank you too!	9465	listener	20171	chatMessage	S		7109661629789101456
0	bugs_without_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-wings_present	bug-antennae_color-orange	bug-antennae_present-false	pink antennas 	5114	speaker	59661	chatMessage	I	E	5418456077866108729
2	birds_white_crests_or_orange_wings_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-crest_present	bird-crest_tail_color-orange	bird-crest_present-false	has feathers on top not long on bottom	8209	speaker	26274	chatMessage	I	E	761980533050966000
3	birds_purple_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-orange	bird-crest_tail_color-white	yellow feathers on top pink wing	4336	speaker	9168	chatMessage	I	E	-2654852045980249664
4	flowers_thorns	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-thorns_present	flower-center_color-white	flower-stem_color-purple	pink center whie stem	2712	speaker	18547	chatMessage	I	E	4840012193037118928
5	fish_white_bodies_orange_stripes_or_fangs	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	fish-body_color-white	fish-stripes_present-true	fish-body_color-orange	pink no stripes	1885	speaker	30938	chatMessage	I	E	-7198963025635887522
6	bugs_purple_legs_white_heads_or_orange_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-bug_wings_color-orange	bug-wings_present-false	bug-head_color-white	orange head and wings	4172	speaker	7328	chatMessage	I	L	-670541638044921752
7	fish_white_bodies_orange_stripes_or_fangs	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_present-true	fish-body_color-orange	white orange stripes	5972	speaker	8892	chatMessage	I	E	-2136501106006790616
8	birds_orange_tails_or_white_wings	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-bird_wing_color-white	bird-crest_present-true	bird-crest_tail_color-purple	orange head no feathes	4435	speaker	14112	chatMessage	I	E	4364208525528261620
9	trees_purple_berries	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	tree-berries_color-purple	tree-trunk_color-purple	tree-berries_color-orange	greed buds orange stem	4368	speaker	18402	chatMessage	I	E	1759504626195864431
10	fish_orange_bodies_purple_stripes	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	fish-stripes_color-purple	fish-stripes_color-white	fish-body_color-purple	white with pink stripes	2244	speaker	5925	chatMessage	I	E	1706607885424716750
11	birds_purple_wings_white_crests_or_white_tails	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bird-bird_wing_color-purple	bird-tail_present-true	bird-crest_present-true	orange no feathers	3391	speaker	5694	chatMessage	I	E	-6039502924919105241
12	flowers_purple_stems_thorns	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	flower-stem_color-purple	flower-petals_color-white	flower-center_color-orange	white center purple flowers around i	9263	speaker	17648	chatMessage	I	E	352139605770879554
13	bugs_white_legs_purple_wings_or_orange_antennae	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-legs_color-white	bug-head_color-white	bug-bug_wings_color-orange	orange head purple wings	4802	speaker	9218	chatMessage	I	E	-4900187020124483922
14	bugs_purple_legs_white_heads	development	3294-239e56ee-9290-478d-95de-667898aad219	1550000000000.0	listener	bug-legs_color-purple	bug-head_color-white	bug-head_color-orange	pink head	4476	speaker	7823	chatMessage	I	E	-8853354106116753104
